subject,qname,own,meta,qtext,actual,confidence
R_231zD0lhfLrJy4z,Georgia,1,0.6,Abkhazia is a disputed territory in Georgia.,1,0.9
R_231zD0lhfLrJy4z,brass,0,0.15,Brass is an alloy of Copper and Mercury,0,1
R_231zD0lhfLrJy4z,faroe,0,0.55,The Faroe Islands are an Icelandic territory.,0,0.5
R_231zD0lhfLrJy4z,french,0,0.75,There are more native Japanese speakers than native French speakers,1,0.7
R_231zD0lhfLrJy4z,andes,0,0.55,Part of the Andes mountain range is in Brazil.,0,0.6
R_231zD0lhfLrJy4z,aorta,1,0.8,The aorta is a vein,0,0.6
R_231zD0lhfLrJy4z,bigben,1,0.9,The White House was built before Big Ben,1,0.9
R_231zD0lhfLrJy4z,Greek,1,0.8,There are 24 letters in the Greek alphabet,1,0.6
R_231zD0lhfLrJy4z,birm,0,0.6,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.6
R_231zD0lhfLrJy4z,kyrgyz,0,0.35,More people speak Kyrgyz than Uzbek,0,0.8
R_231zD0lhfLrJy4z,leptons,0,0.55,Leptons are made up of quarks,0,0.6
R_231zD0lhfLrJy4z,macbeth,0,0.5,William Wallace lived before King Macbeth,0,1
R_231zD0lhfLrJy4z,iberian,0,0.15,Croatia is on the Iberian Peninsula.,0,1
R_231zD0lhfLrJy4z,nero,0,0.1,Nero was the first Roman Emperor,0,1
R_231zD0lhfLrJy4z,rome,0,0.15,The Magna Carta was signed in Rome,0,1
R_231zD0lhfLrJy4z,sahara,0,0.15,The Sahara Desert has a greater area than USA,0,0.6
R_231zD0lhfLrJy4z,cow,0,0.2,'Cheval' is French for 'cow',0,1
R_231zD0lhfLrJy4z,Tin,0,0.35,The chemical symbol for Tin is Sn,1,0.7
R_231zD0lhfLrJy4z,widow,1,0.7,Napoleon Bonaparte's first wife was a widow,1,1
R_231zD0lhfLrJy4z,rocket,1,0.85,Stephenson's Rocket was the first steam locomotive,0,0.9
R_231zD0lhfLrJy4z,nitrogen,0,0.1,Earth's atmosphere is mostly Nitrogen,1,0.9
R_231zD0lhfLrJy4z,riverSA,1,0.75,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.7
R_231zD0lhfLrJy4z,vjday,0,0.1,VJ Day occurred prior to VE Day,0,1
R_231zD0lhfLrJy4z,landl,1,0.7,Paraguay is a landlocked country.,1,1
R_231zD0lhfLrJy4z,louis,1,0.85,Marie Antoinette was married to Louis XVI,1,1
R_231zD0lhfLrJy4z,uranus,0,0.4,Uranus is bigger than Saturn,0,0.6
R_231zD0lhfLrJy4z,death,1,0.8,Socrates was sentenced to death,1,1
R_231zD0lhfLrJy4z,Rosetta,1,0.3,The Rosetta Stone contains an Ancient Greek section,1,1
R_231zD0lhfLrJy4z,anagram,1,0.7,There are no single word anagrams of the word 'anagram',1,0.7
R_231zD0lhfLrJy4z,dot,1,0.75,The dot above an 'i' or 'j' is called a 'tittle',1,0.7
R_231zD0lhfLrJy4z,iron,1,0.75,The Iron Age comes after the Bronze Age,1,1
R_231zD0lhfLrJy4z,custer,1,0.95,Custer was defeated at Little Bighorn,1,1
R_231zD0lhfLrJy4z,newz,1,0.75,Wellington is located on New Zealand's North Island.,1,0.6
R_231zD0lhfLrJy4z,Ocean,0,0.3,The Indian Ocean is the third largest ocean in the world,1,0.8
R_231zD0lhfLrJy4z,Berlin,1,0.85,The Berlin Wall was constructed by East Germany,1,1
R_231zD0lhfLrJy4z,africa,1,0.55,There are more countries in Africa than Asia,1,0.7
R_231zD0lhfLrJy4z,lincoln,1,0.7,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.9
R_231zD0lhfLrJy4z,atlantic,0,0.05,Columbus crossed the Atlantic in the Mary Rose,0,1
R_231zD0lhfLrJy4z,femur,0,0.45,The longest bone in the human body is the femur,1,0.7
R_231zD0lhfLrJy4z,year,1,0.7,A lightyear is a unit of distance,1,1
R_231zD0lhfLrJy4z,Memphis,0,0.65,Memphis is the state capital of Tennessee,0,0.7
R_3Hvw7k39pct98k7,station,1,0.7,Grand Central in New York is the world's most used train station.,0,0.7
R_3Hvw7k39pct98k7,letters,1,0.7,There are more 5 letter words than 12 letter words,0,0.7
R_3Hvw7k39pct98k7,japan,1,0.75,Japan has the world's highest life expectancy,0,0.9
R_3Hvw7k39pct98k7,kili,1,0.7,Mount Kilimanjaro is higher than Denali,0,0.5
R_3Hvw7k39pct98k7,nile,0,0.6,The Nile River is more than double the length of the Volga,0,0.5
R_3Hvw7k39pct98k7,muon,0,0.5,A muon has negative electric charge,1,0.6
R_3Hvw7k39pct98k7,insects,0,0.5,Centipedes are considered insects,0,0.6
R_3Hvw7k39pct98k7,jhb,1,0.5,Johannesburg is one of South Africa's three capital cities,0,0.5
R_3Hvw7k39pct98k7,wu,0,0.5,More people speak Wu Chinese than Cantonese,1,0.5
R_3Hvw7k39pct98k7,living,0,0.3,More living languages originate in N/S America than Europe,1,0.7
R_3Hvw7k39pct98k7,mozam,0,0.4,Portuguese is the official language of Mozambique,1,0.5
R_3Hvw7k39pct98k7,red,1,0.6,Red is higher frequency light than Blue,0,0.5
R_3Hvw7k39pct98k7,russian,1,0.5,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_3Hvw7k39pct98k7,eggs,0,0.5,A monotreme is a mammal which lays eggs,1,0.5
R_3Hvw7k39pct98k7,ecuador,1,0.5,The point furthest from Earth's center is in Ecuador.,1,0.6
R_3Hvw7k39pct98k7,jupiter,1,0.75,Jupiter was first discovered by Galileo Galilei,0,0.5
R_3Hvw7k39pct98k7,Boer,1,0.5,The Crimean War was fought before the Boer Wars,1,0.5
R_3Hvw7k39pct98k7,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.5
R_3Hvw7k39pct98k7,alex,0,0.25,Alexander the Great became Pharaoh of Egypt,1,0.9
R_3Hvw7k39pct98k7,leg,1,0.8,Blackbeard had a wooden leg,0,0.6
R_3Hvw7k39pct98k7,alpha,1,0.6,An alpha particle is identical to a helium nucleus,1,0.7
R_3Hvw7k39pct98k7,china,0,0.5,China borders the same number of countries as Russia,1,0.5
R_3Hvw7k39pct98k7,constant,1,0.5,Avogadro's constant is greater than Planck's constant,1,0.8
R_3Hvw7k39pct98k7,joan,1,0.5,Joan of Arc fought at the Battle of Agincourt,0,0.5
R_3Hvw7k39pct98k7,nigeria,1,0.5,Nigeria is the country with most indigenous languages,0,0.5
R_3Hvw7k39pct98k7,zip,0,0.1,The Empire State Building has its own zip code.,1,0.7
R_3Hvw7k39pct98k7,khan,1,0.6,Genghis Khan's real name was Temujin,1,0.5
R_3Hvw7k39pct98k7,norway,1,0.5,Norway separated from Sweden in the 20th Century,1,0.6
R_3Hvw7k39pct98k7,baikal,0,0.4,Lake Baikal is the deepest lake in the world.,1,0.8
R_3Hvw7k39pct98k7,billy,1,0.3,Billy the Kid never actually shot anyone dead,0,0.6
R_3Hvw7k39pct98k7,cyprus,1,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_3Hvw7k39pct98k7,Beijing,1,0.5,Shanghai has a greater population than Beijing,1,0.5
R_3Hvw7k39pct98k7,Borneo,1,0.4,The island of Borneo is occupied by three countries,1,0.5
R_3Hvw7k39pct98k7,churchil,1,0.5,Sir Winston churchil was a Labour Prime Minister,0,0.6
R_3Hvw7k39pct98k7,einstein,0,0.1,Albert Einstein never won a Nobel Prize in Physics,0,1
R_3Hvw7k39pct98k7,fluffy,0,0.3,There is no German word meaning 'fluffy',0,0.5
R_3Hvw7k39pct98k7,hydrogen,0,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.7
R_3Hvw7k39pct98k7,indiana,0,0.3,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_3Hvw7k39pct98k7,euro,0,0.8,The currency of Switzerland is the Euro,0,0.6
R_3Hvw7k39pct98k7,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.5
R_3Hvw7k39pct98k7,brass,0,0.5,Brass is an alloy of Copper and Mercury,0,0.5
R_3Hvw7k39pct98k7,faroe,0,0.5,The Faroe Islands are an Icelandic territory.,0,0.5
R_3Hvw7k39pct98k7,french,1,0.5,There are more native Japanese speakers than native French speakers,1,0.5
R_3Hvw7k39pct98k7,andes,1,0.55,Part of the Andes mountain range is in Brazil.,0,0.6
R_3Hvw7k39pct98k7,aorta,0,0.7,The aorta is a vein,0,0.9
R_3Hvw7k39pct98k7,bigben,1,0.6,The White House was built before Big Ben,1,0.5
R_3Hvw7k39pct98k7,Greek,1,0.95,There are 24 letters in the Greek alphabet,1,0.9
R_3Hvw7k39pct98k7,birm,1,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.6
R_3Hvw7k39pct98k7,kyrgyz,0,0.5,More people speak Kyrgyz than Uzbek,0,0.5
R_3Hvw7k39pct98k7,leptons,1,0.3,Leptons are made up of quarks,0,0.6
R_3Hvw7k39pct98k7,macbeth,1,0.75,William Wallace lived before King Macbeth,0,0.8
R_3Hvw7k39pct98k7,iberian,0,0.5,Croatia is on the Iberian Peninsula.,0,0.5
R_3Hvw7k39pct98k7,nero,0,0.7,Nero was the first Roman Emperor,0,0.7
R_3Hvw7k39pct98k7,rome,1,0.5,The Magna Carta was signed in Rome,0,0.5
R_3Hvw7k39pct98k7,sahara,0,0.3,The Sahara Desert has a greater area than USA,0,0.6
R_3Hvw7k39pct98k7,cow,0,0.4,'Cheval' is French for 'cow',0,0.5
R_3Hvw7k39pct98k7,Tin,0,0.5,The chemical symbol for Tin is Sn,1,0.7
R_3Hvw7k39pct98k7,widow,1,0.6,Napoleon Bonaparte's first wife was a widow,1,0.5
R_3Hvw7k39pct98k7,rocket,0,0.5,Stephenson's Rocket was the first steam locomotive,0,0.6
R_3Hvw7k39pct98k7,nitrogen,1,0.75,Earth's atmosphere is mostly Nitrogen,1,0.7
R_3Hvw7k39pct98k7,riverSA,1,0.75,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_3Hvw7k39pct98k7,vjday,1,0.5,VJ Day occurred prior to VE Day,0,0.5
R_3Hvw7k39pct98k7,landl,0,0.5,Paraguay is a landlocked country.,1,0.5
R_3Hvw7k39pct98k7,louis,1,0.5,Marie Antoinette was married to Louis XVI,1,0.5
R_3Hvw7k39pct98k7,uranus,1,0.85,Uranus is bigger than Saturn,0,0.7
R_3Hvw7k39pct98k7,death,0,0.5,Socrates was sentenced to death,1,0.8
R_3Hvw7k39pct98k7,Rosetta,1,0.6,The Rosetta Stone contains an Ancient Greek section,1,0.7
R_3Hvw7k39pct98k7,anagram,0,0.6,There are no single word anagrams of the word 'anagram',1,0.5
R_3Hvw7k39pct98k7,dot,1,0.5,The dot above an 'i' or 'j' is called a 'tittle',1,0.5
R_3Hvw7k39pct98k7,iron,1,0.65,The Iron Age comes after the Bronze Age,1,0.6
R_3Hvw7k39pct98k7,custer,0,0.5,Custer was defeated at Little Bighorn,1,0.7
R_3Hvw7k39pct98k7,newz,1,0.5,Wellington is located on New Zealand's North Island.,1,0.5
R_3Hvw7k39pct98k7,Ocean,1,0.5,The Indian Ocean is the third largest ocean in the world,1,0.6
R_3Hvw7k39pct98k7,Berlin,1,0.5,The Berlin Wall was constructed by East Germany,1,0.5
R_3Hvw7k39pct98k7,africa,1,0.7,There are more countries in Africa than Asia,1,1
R_3Hvw7k39pct98k7,lincoln,0,0.3,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.8
R_3Hvw7k39pct98k7,atlantic,0,0.1,Columbus crossed the Atlantic in the Mary Rose,0,1
R_3Hvw7k39pct98k7,femur,1,0.5,The longest bone in the human body is the femur,1,0.6
R_3Hvw7k39pct98k7,year,1,0.6,A lightyear is a unit of distance,1,1
R_3Hvw7k39pct98k7,Memphis,0,0.7,Memphis is the state capital of Tennessee,0,0.7
R_1r6VPJ0GTYBHXfP,station,1,0.9,Grand Central in New York is the world's most used train station.,0,0.9
R_1r6VPJ0GTYBHXfP,letters,1,0.8,There are more 5 letter words than 12 letter words,0,0.7
R_1r6VPJ0GTYBHXfP,japan,1,0.9,Japan has the world's highest life expectancy,0,0.9
R_1r6VPJ0GTYBHXfP,kili,1,0.8,Mount Kilimanjaro is higher than Denali,0,0.9
R_1r6VPJ0GTYBHXfP,nile,1,0.65,The Nile River is more than double the length of the Volga,0,0.7
R_1r6VPJ0GTYBHXfP,muon,0,0.5,A muon has negative electric charge,1,0.5
R_1r6VPJ0GTYBHXfP,insects,1,0.9,Centipedes are considered insects,0,0.9
R_1r6VPJ0GTYBHXfP,jhb,1,0.89,Johannesburg is one of South Africa's three capital cities,0,0.9
R_1r6VPJ0GTYBHXfP,wu,0,0.5,More people speak Wu Chinese than Cantonese,1,0.5
R_1r6VPJ0GTYBHXfP,living,0,0.5,More living languages originate in N/S America than Europe,1,0.5
R_1r6VPJ0GTYBHXfP,mozam,0,0.2,Portuguese is the official language of Mozambique,1,0.8
R_1r6VPJ0GTYBHXfP,red,1,0.75,Red is higher frequency light than Blue,0,0.9
R_1r6VPJ0GTYBHXfP,russian,1,0.5,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_1r6VPJ0GTYBHXfP,eggs,1,0.7,A monotreme is a mammal which lays eggs,1,0.8
R_1r6VPJ0GTYBHXfP,ecuador,0,0.5,The point furthest from Earth's center is in Ecuador.,1,0.6
R_1r6VPJ0GTYBHXfP,jupiter,1,0.5,Jupiter was first discovered by Galileo Galilei,0,0.5
R_1r6VPJ0GTYBHXfP,Boer,1,0.5,The Crimean War was fought before the Boer Wars,1,0.5
R_1r6VPJ0GTYBHXfP,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.5
R_1r6VPJ0GTYBHXfP,alex,1,0.5,Alexander the Great became Pharaoh of Egypt,1,0.5
R_1r6VPJ0GTYBHXfP,leg,1,0.98,Blackbeard had a wooden leg,0,1
R_1r6VPJ0GTYBHXfP,alpha,0,0.2,An alpha particle is identical to a helium nucleus,1,0.6
R_1r6VPJ0GTYBHXfP,china,0,0.4,China borders the same number of countries as Russia,1,0.6
R_1r6VPJ0GTYBHXfP,constant,1,0.5,Avogadro's constant is greater than Planck's constant,1,0.5
R_1r6VPJ0GTYBHXfP,joan,1,0.68,Joan of Arc fought at the Battle of Agincourt,0,0.7
R_1r6VPJ0GTYBHXfP,nigeria,1,0.55,Nigeria is the country with most indigenous languages,0,0.6
R_1r6VPJ0GTYBHXfP,zip,1,0.7,The Empire State Building has its own zip code.,1,0.7
R_1r6VPJ0GTYBHXfP,khan,1,0.7,Genghis Khan's real name was Temujin,1,0.7
R_1r6VPJ0GTYBHXfP,norway,1,0.7,Norway separated from Sweden in the 20th Century,1,0.7
R_1r6VPJ0GTYBHXfP,baikal,1,0.6,Lake Baikal is the deepest lake in the world.,1,0.5
R_1r6VPJ0GTYBHXfP,billy,0,0.4,Billy the Kid never actually shot anyone dead,0,0.7
R_1r6VPJ0GTYBHXfP,cyprus,0,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_1r6VPJ0GTYBHXfP,Beijing,0,0.4,Shanghai has a greater population than Beijing,1,0.5
R_1r6VPJ0GTYBHXfP,Borneo,0,0.5,The island of Borneo is occupied by three countries,1,0.5
R_1r6VPJ0GTYBHXfP,churchil,1,0.4,Sir Winston churchil was a Labour Prime Minister,0,0.6
R_1r6VPJ0GTYBHXfP,einstein,1,0.9,Albert Einstein never won a Nobel Prize in Physics,0,0.9
R_1r6VPJ0GTYBHXfP,fluffy,0,0.6,There is no German word meaning 'fluffy',0,0.5
R_1r6VPJ0GTYBHXfP,hydrogen,1,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_1r6VPJ0GTYBHXfP,indiana,1,0.4,"Of all the American state flags, Indiana's has the most stars.",0,0.6
R_1r6VPJ0GTYBHXfP,euro,1,0.7,The currency of Switzerland is the Euro,0,0.7
R_1r6VPJ0GTYBHXfP,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.5
R_1r6VPJ0GTYBHXfP,brass,1,0.7,Brass is an alloy of Copper and Mercury,0,0.7
R_1r6VPJ0GTYBHXfP,faroe,0,0.5,The Faroe Islands are an Icelandic territory.,0,0.5
R_1r6VPJ0GTYBHXfP,french,1,0.5,There are more native Japanese speakers than native French speakers,1,0.8
R_1r6VPJ0GTYBHXfP,andes,1,0.7,Part of the Andes mountain range is in Brazil.,0,0.7
R_1r6VPJ0GTYBHXfP,aorta,1,0.8,The aorta is a vein,0,0.9
R_1r6VPJ0GTYBHXfP,bigben,0,0.6,The White House was built before Big Ben,1,0.5
R_1r6VPJ0GTYBHXfP,Greek,0,0.4,There are 24 letters in the Greek alphabet,1,0.5
R_1r6VPJ0GTYBHXfP,birm,0,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_1r6VPJ0GTYBHXfP,kyrgyz,0,0.5,More people speak Kyrgyz than Uzbek,0,0.5
R_1r6VPJ0GTYBHXfP,leptons,1,0.5,Leptons are made up of quarks,0,0.5
R_1r6VPJ0GTYBHXfP,macbeth,0,0.3,William Wallace lived before King Macbeth,0,0.8
R_1r6VPJ0GTYBHXfP,iberian,1,0.74,Croatia is on the Iberian Peninsula.,0,0.7
R_1r6VPJ0GTYBHXfP,nero,0,0.5,Nero was the first Roman Emperor,0,0.5
R_1r6VPJ0GTYBHXfP,rome,0,0.5,The Magna Carta was signed in Rome,0,0.5
R_1r6VPJ0GTYBHXfP,sahara,0,0.35,The Sahara Desert has a greater area than USA,0,0.7
R_1r6VPJ0GTYBHXfP,cow,0,0.5,'Cheval' is French for 'cow',0,0.5
R_1r6VPJ0GTYBHXfP,Tin,0,0.5,The chemical symbol for Tin is Sn,1,0.7
R_1r6VPJ0GTYBHXfP,widow,1,0.5,Napoleon Bonaparte's first wife was a widow,1,0.5
R_1r6VPJ0GTYBHXfP,rocket,0,0.5,Stephenson's Rocket was the first steam locomotive,0,0.5
R_1r6VPJ0GTYBHXfP,nitrogen,0,0.1,Earth's atmosphere is mostly Nitrogen,1,1
R_1r6VPJ0GTYBHXfP,riverSA,0,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_1r6VPJ0GTYBHXfP,vjday,1,0.6,VJ Day occurred prior to VE Day,0,0.7
R_1r6VPJ0GTYBHXfP,landl,1,0.5,Paraguay is a landlocked country.,1,0.5
R_1r6VPJ0GTYBHXfP,louis,1,0.7,Marie Antoinette was married to Louis XVI,1,0.6
R_1r6VPJ0GTYBHXfP,uranus,1,0.6,Uranus is bigger than Saturn,0,0.5
R_1r6VPJ0GTYBHXfP,death,0,0.5,Socrates was sentenced to death,1,0.5
R_1r6VPJ0GTYBHXfP,Rosetta,0,0.5,The Rosetta Stone contains an Ancient Greek section,1,0.5
R_1r6VPJ0GTYBHXfP,anagram,0,0.05,There are no single word anagrams of the word 'anagram',1,1
R_1r6VPJ0GTYBHXfP,dot,1,0.5,The dot above an 'i' or 'j' is called a 'tittle',1,0.5
R_1r6VPJ0GTYBHXfP,iron,0,0.6,The Iron Age comes after the Bronze Age,1,0.5
R_1r6VPJ0GTYBHXfP,custer,1,0.7,Custer was defeated at Little Bighorn,1,0.9
R_1r6VPJ0GTYBHXfP,newz,1,0.5,Wellington is located on New Zealand's North Island.,1,0.5
R_1r6VPJ0GTYBHXfP,Ocean,0,0.4,The Indian Ocean is the third largest ocean in the world,1,0.7
R_1r6VPJ0GTYBHXfP,Berlin,1,0.55,The Berlin Wall was constructed by East Germany,1,0.6
R_1r6VPJ0GTYBHXfP,africa,1,0.8,There are more countries in Africa than Asia,1,0.7
R_1r6VPJ0GTYBHXfP,lincoln,0,0.5,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.6
R_1r6VPJ0GTYBHXfP,atlantic,0,0.1,Columbus crossed the Atlantic in the Mary Rose,0,1
R_1r6VPJ0GTYBHXfP,femur,1,0.9,The longest bone in the human body is the femur,1,0.9
R_1r6VPJ0GTYBHXfP,year,1,0.95,A lightyear is a unit of distance,1,1
R_1r6VPJ0GTYBHXfP,Memphis,1,0.6,Memphis is the state capital of Tennessee,0,0.7
R_27e33gStjAX47ax,station,1,0.5,Grand Central in New York is the world's most used train station.,0,0.7
R_27e33gStjAX47ax,letters,1,0.5,There are more 5 letter words than 12 letter words,0,0.6
R_27e33gStjAX47ax,japan,1,0.5,Japan has the world's highest life expectancy,0,0.7
R_27e33gStjAX47ax,kili,0,0.5,Mount Kilimanjaro is higher than Denali,0,0.6
R_27e33gStjAX47ax,nile,1,0.5,The Nile River is more than double the length of the Volga,0,0.7
R_27e33gStjAX47ax,muon,0,0.5,A muon has negative electric charge,1,0.8
R_27e33gStjAX47ax,insects,1,1,Centipedes are considered insects,0,1
R_27e33gStjAX47ax,jhb,1,0.5,Johannesburg is one of South Africa's three capital cities,0,0.7
R_27e33gStjAX47ax,wu,1,0.5,More people speak Wu Chinese than Cantonese,1,0.7
R_27e33gStjAX47ax,living,0,0.5,More living languages originate in N/S America than Europe,1,1
R_27e33gStjAX47ax,mozam,0,0.5,Portuguese is the official language of Mozambique,1,1
R_27e33gStjAX47ax,red,0,0.5,Red is higher frequency light than Blue,0,0.6
R_27e33gStjAX47ax,russian,1,0.5,The Russian Cyrillic alphabet contains 29 letters,0,0.6
R_27e33gStjAX47ax,eggs,0,0.5,A monotreme is a mammal which lays eggs,1,0.7
R_27e33gStjAX47ax,ecuador,0,0.5,The point furthest from Earth's center is in Ecuador.,1,0.8
R_27e33gStjAX47ax,jupiter,1,0.5,Jupiter was first discovered by Galileo Galilei,0,0.9
R_27e33gStjAX47ax,Boer,1,0.5,The Crimean War was fought before the Boer Wars,1,0.5
R_27e33gStjAX47ax,moldova,1,0.5,Transnistria is a disputed territory in Moldova,1,0.5
R_27e33gStjAX47ax,alex,0,0.5,Alexander the Great became Pharaoh of Egypt,1,0.8
R_27e33gStjAX47ax,leg,0,0.5,Blackbeard had a wooden leg,0,0.7
R_27e33gStjAX47ax,alpha,1,0.5,An alpha particle is identical to a helium nucleus,1,0.6
R_27e33gStjAX47ax,china,1,0.5,China borders the same number of countries as Russia,1,1
R_27e33gStjAX47ax,constant,0,0.1,Avogadro's constant is greater than Planck's constant,1,0.5
R_27e33gStjAX47ax,joan,1,0.5,Joan of Arc fought at the Battle of Agincourt,0,0.8
R_27e33gStjAX47ax,nigeria,1,0.5,Nigeria is the country with most indigenous languages,0,0.7
R_27e33gStjAX47ax,zip,1,0.5,The Empire State Building has its own zip code.,1,0.9
R_27e33gStjAX47ax,khan,1,0.5,Genghis Khan's real name was Temujin,1,0.9
R_27e33gStjAX47ax,norway,1,0.5,Norway separated from Sweden in the 20th Century,1,0.7
R_27e33gStjAX47ax,baikal,1,0.2,Lake Baikal is the deepest lake in the world.,1,0.8
R_27e33gStjAX47ax,billy,0,0.5,Billy the Kid never actually shot anyone dead,0,1
R_27e33gStjAX47ax,cyprus,1,0.5,Cyprus is the only country to depict its map on its flag,0,0.7
R_27e33gStjAX47ax,Beijing,1,0.5,Shanghai has a greater population than Beijing,1,0.6
R_27e33gStjAX47ax,Borneo,1,0.5,The island of Borneo is occupied by three countries,1,0.8
R_27e33gStjAX47ax,churchil,1,0.5,Sir Winston churchil was a Labour Prime Minister,0,0.7
R_27e33gStjAX47ax,einstein,0,0.5,Albert Einstein never won a Nobel Prize in Physics,0,0.9
R_27e33gStjAX47ax,fluffy,1,0.5,There is no German word meaning 'fluffy',0,0.7
R_27e33gStjAX47ax,hydrogen,0,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.7
R_27e33gStjAX47ax,indiana,1,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.7
R_27e33gStjAX47ax,euro,0,0.5,The currency of Switzerland is the Euro,0,0.7
R_27e33gStjAX47ax,Georgia,0,0.5,Abkhazia is a disputed territory in Georgia.,1,0.7
R_27e33gStjAX47ax,brass,1,0.5,Brass is an alloy of Copper and Mercury,0,0.6
R_27e33gStjAX47ax,faroe,1,0.5,The Faroe Islands are an Icelandic territory.,0,0.7
R_27e33gStjAX47ax,french,1,0.5,There are more native Japanese speakers than native French speakers,1,0.7
R_27e33gStjAX47ax,andes,1,0.5,Part of the Andes mountain range is in Brazil.,0,0.9
R_27e33gStjAX47ax,aorta,1,0.5,The aorta is a vein,0,0.8
R_27e33gStjAX47ax,bigben,0,0.5,The White House was built before Big Ben,1,0.7
R_27e33gStjAX47ax,Greek,1,0.5,There are 24 letters in the Greek alphabet,1,0.6
R_27e33gStjAX47ax,birm,1,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_27e33gStjAX47ax,kyrgyz,0,0.5,More people speak Kyrgyz than Uzbek,0,0.6
R_27e33gStjAX47ax,leptons,0,0.5,Leptons are made up of quarks,0,0.5
R_27e33gStjAX47ax,macbeth,1,0.5,William Wallace lived before King Macbeth,0,0.7
R_27e33gStjAX47ax,iberian,1,0.5,Croatia is on the Iberian Peninsula.,0,0.6
R_27e33gStjAX47ax,nero,0,0.5,Nero was the first Roman Emperor,0,0.9
R_27e33gStjAX47ax,rome,0,0.5,The Magna Carta was signed in Rome,0,0.8
R_27e33gStjAX47ax,sahara,1,0.5,The Sahara Desert has a greater area than USA,0,0.7
R_27e33gStjAX47ax,cow,1,0.5,'Cheval' is French for 'cow',0,0.6
R_27e33gStjAX47ax,Tin,1,0.5,The chemical symbol for Tin is Sn,1,0.8
R_27e33gStjAX47ax,widow,1,0.5,Napoleon Bonaparte's first wife was a widow,1,0.7
R_27e33gStjAX47ax,rocket,1,0.5,Stephenson's Rocket was the first steam locomotive,0,0.8
R_27e33gStjAX47ax,nitrogen,0,0.5,Earth's atmosphere is mostly Nitrogen,1,0.6
R_27e33gStjAX47ax,riverSA,1,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.8
R_27e33gStjAX47ax,vjday,0,0.5,VJ Day occurred prior to VE Day,0,0.5
R_27e33gStjAX47ax,landl,1,0.5,Paraguay is a landlocked country.,1,0.5
R_27e33gStjAX47ax,louis,1,0.5,Marie Antoinette was married to Louis XVI,1,0.6
R_27e33gStjAX47ax,uranus,1,0.5,Uranus is bigger than Saturn,0,0.7
R_27e33gStjAX47ax,death,1,0.5,Socrates was sentenced to death,1,0.7
R_27e33gStjAX47ax,Rosetta,1,0.5,The Rosetta Stone contains an Ancient Greek section,1,0.9
R_27e33gStjAX47ax,anagram,0,0.5,There are no single word anagrams of the word 'anagram',1,0.6
